country,precipitation,AvMeanSurAirTemp,AvMaxSurAirTemp,AvMinSurAirTemp,longitude,latitude,group
Djibouti,194.31,28.62,33.94,23.35,42.590275,11.825138,low incidence
Djibouti,222.37,28.5,33.84,23.22,42.590275,11.825138,low incidence
Djibouti,190.21,28.59,33.88,23.36,42.590275,11.825138,low incidence
Djibouti,259.87,28.52,33.67,23.42,42.590275,11.825138,low incidence
Djibouti,194.77,28.33,33.56,23.14,42.590275,11.825138,low incidence
Djibouti,184.33,28.31,33.77,22.89,42.590275,11.825138,low incidence
Djibouti,187.73,29.08,34.25,23.97,42.590275,11.825138,low incidence
Djibouti,226.98,28.69,33.73,23.7,42.590275,11.825138,low incidence
Djibouti,217.35,28.59,33.7,23.54,42.590275,11.825138,low incidence
Djibouti,201.1,28.57,33.81,23.39,42.590275,11.825138,low incidence
Djibouti,283.98,28.94,34.33,23.61,42.590275,11.825138,low incidence
Djibouti,225.18,28.66,33.99,23.38,42.590275,11.825138,high incidence
Djibouti,181.57,29.21,34.68,23.78,42.590275,11.825138,high incidence
Djibouti,237.34,29.07,34.28,23.91,42.590275,11.825138,high incidence
Djibouti,240.54,28.85,34.06,23.71,42.590275,11.825138,high incidence
Djibouti,249.62,28.45,33.7,23.25,42.590275,11.825138,high incidence
Djibouti,232.54,28.57,33.66,23.53,42.590275,11.825138,high incidence
Djibouti,228.73,28.39,33.57,23.26,42.590275,11.825138,high incidence
Djibouti,175.54,28.52,33.82,23.28,42.590275,11.825138,high incidence
Liberia,2415.77,25.25,29.89,20.67,-9.429499,6.428055,high incidence
Liberia,2550.13,25.26,29.9,20.68,-9.429499,6.428055,high incidence
Liberia,2487.74,25.5,30.13,20.93,-9.429499,6.428055,high incidence
Liberia,2562.49,25.48,30.11,20.91,-9.429499,6.428055,high incidence
Liberia,2510.33,25.57,30.2,20.99,-9.429499,6.428055,high incidence
Liberia,2451.91,25.68,30.31,21.1,-9.429499,6.428055,high incidence
Liberia,2611.06,25.53,30.16,20.95,-9.429499,6.428055,high incidence
Liberia,2385.61,25.59,30.22,21.01,-9.429499,6.428055,high incidence
Liberia,2434.68,25.2,29.85,20.61,-9.429499,6.428055,high incidence
Liberia,2448.28,25.38,30.02,20.79,-9.429499,6.428055,high incidence
Liberia,2712.45,25.78,30.42,21.19,-9.429499,6.428055,high incidence
Liberia,2622.82,25.48,30.13,20.88,-9.429499,6.428055,high incidence
Liberia,2211.69,25.24,29.87,20.65,-9.429499,6.428055,high incidence
Liberia,2424.01,25.41,30.05,20.82,-9.429499,6.428055,high incidence
Liberia,2663.34,25.46,30.1,20.88,-9.429499,6.428055,high incidence
Liberia,2322.52,25.64,30.28,21.06,-9.429499,6.428055,high incidence
Liberia,2608.09,25.93,30.58,21.35,-9.429499,6.428055,high incidence
Liberia,2302.88,25.8,30.44,21.21,-9.429499,6.428055,high incidence
Liberia,2452.65,25.62,30.25,21.05,-9.429499,6.428055,high incidence
Liberia,2429.98,25.44,30.08,20.86,-9.429499,6.428055,high incidence
Liberia,2430.54,25.73,30.37,21.14,-9.429499,6.428055,high incidence
Liberia,2421.61,25.87,30.5,21.3,-9.429499,6.428055,high incidence
Türkiye,563.83,11.29,17.2,5.4,35.243322,38.963745,low incidence
Türkiye,612.71,12.3,18.18,6.46,35.243322,38.963745,low incidence
Türkiye,612.47,11.25,17.03,5.5,35.243322,38.963745,low incidence
Türkiye,640.08,11.35,16.97,5.77,35.243322,38.963745,low incidence
Türkiye,560.51,11.3,17.19,5.45,35.243322,38.963745,low incidence
Türkiye,597.3,11.46,17.17,5.79,35.243322,38.963745,low incidence
Türkiye,587.35,11.45,17.18,5.75,35.243322,38.963745,low incidence
Türkiye,552.11,11.79,17.71,5.9,35.243322,38.963745,low incidence
Türkiye,456.42,11.71,17.69,5.77,35.243322,38.963745,low incidence
Türkiye,723.88,11.8,17.52,6.13,35.243322,38.963745,low incidence
Türkiye,651.91,13.15,18.99,7.36,35.243322,38.963745,low incidence
Türkiye,625.15,11.03,16.7,5.4,35.243322,38.963745,low incidence
Türkiye,711.0,11.96,17.71,6.25,35.243322,38.963745,low incidence
Türkiye,518.49,11.87,17.74,6.04,35.243322,38.963745,low incidence
Türkiye,635.08,12.46,18.26,6.69,35.243322,38.963745,low incidence
Türkiye,653.85,11.72,17.5,5.98,35.243322,38.963745,low incidence
Türkiye,649.54,12.08,18.1,6.09,35.243322,38.963745,low incidence
Türkiye,536.78,11.9,17.95,5.89,35.243322,38.963745,low incidence
Türkiye,602.38,12.46,18.31,6.65,35.243322,38.963745,low incidence
Uganda,1144.15,23.22,29.55,16.95,32.290275,1.373333,high incidence
Uganda,1247.62,23.38,29.5,17.32,32.290275,1.373333,high incidence
Uganda,1258.32,23.74,29.81,17.72,32.290275,1.373333,high incidence
Uganda,1217.26,23.64,29.66,17.67,32.290275,1.373333,high incidence
Uganda,1166.09,23.64,29.67,17.66,32.290275,1.373333,high incidence
Uganda,1072.96,23.64,29.83,17.5,32.290275,1.373333,high incidence
Uganda,1302.32,23.5,29.54,17.52,32.290275,1.373333,high incidence
Uganda,1433.29,23.56,29.66,17.51,32.290275,1.373333,high incidence
Uganda,1239.96,23.5,29.53,17.52,32.290275,1.373333,high incidence
Uganda,1191.13,24.03,29.98,18.13,32.290275,1.373333,high incidence
Uganda,1381.71,23.81,29.79,17.88,32.290275,1.373333,high incidence
Uganda,1254.8,23.37,29.43,17.36,32.290275,1.373333,high incidence
Uganda,1383.85,22.97,29.15,16.85,32.290275,1.373333,high incidence
Uganda,1439.74,23.14,29.37,16.96,32.290275,1.373333,high incidence
Uganda,1187.74,23.05,29.06,17.09,32.290275,1.373333,high incidence
Uganda,1331.1,23.08,29.04,17.17,32.290275,1.373333,high incidence
Uganda,1295.83,23.38,29.49,17.33,32.290275,1.373333,high incidence
Uganda,1403.16,23.3,29.35,17.29,32.290275,1.373333,high incidence
Uganda,1293.14,23.08,29.15,17.07,32.290275,1.373333,high incidence
Uganda,1601.82,23.33,29.41,17.29,32.290275,1.373333,high incidence
Uganda,1475.31,23.34,29.26,17.47,32.290275,1.373333,high incidence
Uganda,1382.04,23.22,29.35,17.15,32.290275,1.373333,high incidence
Benin,963.28,27.84,33.86,21.86,2.315834,9.30769,high incidence
Benin,846.78,28.0,33.93,22.13,2.315834,9.30769,high incidence
Benin,1022.58,28.05,33.86,22.3,2.315834,9.30769,high incidence
Benin,1201.3,28.15,33.97,22.37,2.315834,9.30769,high incidence
Benin,1043.21,28.0,33.64,22.4,2.315834,9.30769,high incidence
Benin,989.41,28.32,33.93,22.76,2.315834,9.30769,high incidence
Benin,984.7,28.19,33.95,22.48,2.315834,9.30769,high incidence
Benin,1130.65,28.16,33.89,22.49,2.315834,9.30769,high incidence
Benin,1188.27,27.85,33.65,22.09,2.315834,9.30769,high incidence
Benin,1098.45,28.3,34.04,22.62,2.315834,9.30769,high incidence
Benin,1130.77,28.46,34.22,22.74,2.315834,9.30769,high incidence
Benin,978.99,28.19,34.04,22.39,2.315834,9.30769,high incidence
Benin,1001.15,28.01,33.66,22.4,2.315834,9.30769,high incidence
Benin,940.9,28.15,33.99,22.36,2.315834,9.30769,high incidence
Benin,1009.31,28.32,33.98,22.72,2.315834,9.30769,high incidence
Benin,923.27,28.27,33.96,22.62,2.315834,9.30769,high incidence
Benin,955.13,28.53,34.2,22.91,2.315834,9.30769,high incidence
Benin,1032.33,28.34,34.12,22.61,2.315834,9.30769,high incidence
Benin,1108.39,28.33,33.97,22.73,2.315834,9.30769,high incidence
Benin,1181.79,28.17,33.83,22.55,2.315834,9.30769,high incidence
Benin,1113.37,28.43,34.02,22.88,2.315834,9.30769,high incidence
Benin,1016.67,28.7,34.46,22.98,2.315834,9.30769,high incidence
Bhutan,2125.02,9.89,15.49,4.34,90.433601,27.514162,high incidence
Bhutan,2175.56,10.56,16.4,4.75,90.433601,27.514162,high incidence
Bhutan,1888.73,10.26,15.88,4.66,90.433601,27.514162,high incidence
Bhutan,1992.63,10.32,15.94,4.73,90.433601,27.514162,low incidence
Bhutan,1972.33,10.34,15.99,4.72,90.433601,27.514162,low incidence
Bhutan,1685.42,10.57,16.18,5.0,90.433601,27.514162,low incidence
Bhutan,1767.05,11.02,16.87,5.21,90.433601,27.514162,low incidence
Bhutan,1983.75,10.92,16.86,5.0,90.433601,27.514162,low incidence
Bhutan,2170.19,10.49,15.98,5.04,90.433601,27.514162,low incidence
Bhutan,1473.05,11.25,17.41,5.13,90.433601,27.514162,low incidence
Bhutan,2036.88,11.16,17.02,5.34,90.433601,27.514162,low incidence
Bhutan,1820.1,10.44,16.31,4.62,90.433601,27.514162,low incidence
Bhutan,1721.72,10.13,16.13,4.16,90.433601,27.514162,low incidence
Bhutan,1953.96,10.25,16.04,4.49,90.433601,27.514162,low incidence
Bhutan,1769.43,10.56,16.33,4.82,90.433601,27.514162,low incidence
Bhutan,1785.16,10.29,16.04,4.58,90.433601,27.514162,low incidence
Bhutan,1861.7,10.71,16.37,5.09,90.433601,27.514162,low incidence
Bhutan,1992.03,10.66,16.23,5.13,90.433601,27.514162,low incidence
Bhutan,1548.15,10.27,15.87,4.69,90.433601,27.514162,low incidence
Bhutan,1760.3,10.51,16.02,5.04,90.433601,27.514162,low incidence
Bhutan,2047.88,10.34,15.86,4.84,90.433601,27.514162,low incidence
Bhutan,1594.15,10.73,16.37,5.13,90.433601,27.514162,low incidence
Madagascar,1395.25,22.52,27.28,17.81,46.869107,-18.766947,high incidence
Madagascar,1528.03,22.49,27.25,17.77,46.869107,-18.766947,high incidence
Madagascar,1593.18,22.51,27.28,17.8,46.869107,-18.766947,high incidence
Madagascar,1475.02,22.69,27.45,17.98,46.869107,-18.766947,high incidence
Madagascar,1552.1,22.48,27.24,17.77,46.869107,-18.766947,high incidence
Madagascar,1461.47,22.64,27.4,17.93,46.869107,-18.766947,high incidence
Madagascar,1498.42,22.55,27.31,17.84,46.869107,-18.766947,high incidence
Madagascar,1490.84,22.64,27.4,17.93,46.869107,-18.766947,high incidence
Madagascar,1523.34,22.39,27.15,17.67,46.869107,-18.766947,high incidence
Madagascar,1530.6,22.64,27.4,17.93,46.869107,-18.766947,high incidence
Madagascar,1403.54,22.98,27.74,18.26,46.869107,-18.766947,high incidence
Madagascar,1379.03,22.83,27.59,18.12,46.869107,-18.766947,high incidence
Madagascar,1391.97,22.76,27.52,18.05,46.869107,-18.766947,high incidence
Madagascar,1503.05,22.68,27.44,17.97,46.869107,-18.766947,high incidence
Madagascar,1531.74,22.92,27.68,18.21,46.869107,-18.766947,high incidence
Madagascar,1372.22,22.98,27.74,18.26,46.869107,-18.766947,high incidence
Madagascar,1251.6,22.82,27.58,18.11,46.869107,-18.766947,high incidence
Madagascar,1342.84,23.07,27.83,18.36,46.869107,-18.766947,high incidence
Madagascar,1505.86,22.9,27.66,18.19,46.869107,-18.766947,high incidence
Madagascar,1553.69,23.13,27.9,18.42,46.869107,-18.766947,high incidence
Madagascar,1371.78,22.89,27.65,18.18,46.869107,-18.766947,high incidence
Madagascar,1334.1,22.87,27.63,18.15,46.869107,-18.766947,high incidence
Malawi,1140.34,22.29,27.67,16.96,34.301525,-13.254308,high incidence
Malawi,1158.55,22.5,27.93,17.12,34.301525,-13.254308,high incidence
Malawi,986.9,22.67,28.2,17.19,34.301525,-13.254308,high incidence
Malawi,1002.84,22.77,28.32,17.28,34.301525,-13.254308,high incidence
Malawi,1156.82,22.61,28.09,17.19,34.301525,-13.254308,high incidence
Malawi,880.6,23.39,28.97,17.86,34.301525,-13.254308,high incidence
Malawi,979.38,22.73,28.16,17.36,34.301525,-13.254308,high incidence
Malawi,1095.19,22.76,28.25,17.33,34.301525,-13.254308,high incidence
Malawi,1081.37,22.52,28.11,16.98,34.301525,-13.254308,high incidence
Malawi,1101.44,22.6,28.11,17.14,34.301525,-13.254308,high incidence
Malawi,937.27,23.08,28.51,17.71,34.301525,-13.254308,high incidence
Malawi,1148.11,22.46,27.89,17.08,34.301525,-13.254308,high incidence
Malawi,1000.2,22.48,27.98,17.02,34.301525,-13.254308,high incidence
Malawi,1054.62,22.53,28.03,17.08,34.301525,-13.254308,high incidence
Malawi,999.27,22.59,28.02,17.21,34.301525,-13.254308,high incidence
Malawi,920.96,22.91,28.43,17.44,34.301525,-13.254308,high incidence
Malawi,970.3,22.85,28.21,17.54,34.301525,-13.254308,high incidence
Malawi,1160.14,22.66,28.1,17.27,34.301525,-13.254308,high incidence
Malawi,1169.73,22.63,28.04,17.26,34.301525,-13.254308,high incidence
Malawi,1401.25,22.89,28.36,17.48,34.301525,-13.254308,high incidence
Malawi,1030.27,22.81,28.08,17.59,34.301525,-13.254308,high incidence
Malawi,798.62,22.8,28.1,17.55,34.301525,-13.254308,high incidence
Malaysia,3259.78,26.29,30.39,22.25,101.975766,4.210484,high incidence
Malaysia,2965.96,26.39,30.52,22.32,101.975766,4.210484,high incidence
Malaysia,2617.4,26.57,30.78,22.41,101.975766,4.210484,high incidence
Malaysia,3103.65,26.37,30.47,22.33,101.975766,4.210484,low incidence
Malaysia,2779.24,26.33,30.46,22.25,101.975766,4.210484,low incidence
Malaysia,2779.18,26.36,30.5,22.28,101.975766,4.210484,low incidence
Malaysia,3108.32,26.27,30.37,22.22,101.975766,4.210484,low incidence
Malaysia,3240.14,26.2,30.22,22.24,101.975766,4.210484,low incidence
Malaysia,3568.67,26.01,30.03,22.04,101.975766,4.210484,low incidence
Malaysia,3395.93,26.31,30.39,22.28,101.975766,4.210484,low incidence
Malaysia,3091.64,26.43,30.5,22.41,101.975766,4.210484,low incidence
Malaysia,3435.63,26.22,30.26,22.22,101.975766,4.210484,low incidence
Malaysia,3213.04,26.41,30.55,22.31,101.975766,4.210484,low incidence
Malaysia,3085.4,26.5,30.59,22.47,101.975766,4.210484,low incidence
Malaysia,2801.23,26.39,30.56,22.27,101.975766,4.210484,low incidence
Malaysia,2653.04,26.64,30.75,22.57,101.975766,4.210484,low incidence
Malaysia,2829.87,26.93,31.0,22.91,101.975766,4.210484,low incidence
Malaysia,3324.94,26.49,30.64,22.38,101.975766,4.210484,low incidence
Malaysia,3245.4,26.53,30.85,22.27,101.975766,4.210484,low incidence
Malaysia,2589.86,26.8,31.11,22.55,101.975766,4.210484,low incidence
Malaysia,3042.18,26.68,30.99,22.42,101.975766,4.210484,low incidence
Malaysia,3287.92,26.47,30.78,22.2,101.975766,4.210484,low incidence
Guinea,1797.71,25.51,31.39,19.67,-9.696645,9.945587,high incidence
Guinea,1687.03,25.81,31.83,19.84,-9.696645,9.945587,high incidence
Guinea,1616.55,26.03,31.91,20.21,-9.696645,9.945587,high incidence
Guinea,1875.94,25.93,31.85,20.07,-9.696645,9.945587,high incidence
Guinea,1819.55,26.08,32.02,20.19,-9.696645,9.945587,high incidence
Guinea,1793.53,26.12,32.07,20.23,-9.696645,9.945587,high incidence
Guinea,1926.24,25.93,31.91,20.0,-9.696645,9.945587,high incidence
Guinea,1635.19,26.01,31.99,20.08,-9.696645,9.945587,high incidence
Guinea,1867.17,25.78,31.78,19.84,-9.696645,9.945587,high incidence
Guinea,1739.77,25.76,31.75,19.81,-9.696645,9.945587,high incidence
Guinea,2018.66,26.26,32.26,20.3,-9.696645,9.945587,high incidence
Guinea,1724.47,26.01,32.16,19.91,-9.696645,9.945587,high incidence
Guinea,1823.54,25.73,31.65,19.87,-9.696645,9.945587,high incidence
Guinea,1850.03,25.92,31.86,20.03,-9.696645,9.945587,high incidence
Guinea,1731.0,25.86,31.84,19.94,-9.696645,9.945587,high incidence
Guinea,1874.43,26.07,32.07,20.11,-9.696645,9.945587,high incidence
Guinea,1786.3,26.31,32.32,20.35,-9.696645,9.945587,high incidence
Guinea,1692.69,26.24,32.31,20.22,-9.696645,9.945587,high incidence
Guinea,1775.13,26.1,32.01,20.25,-9.696645,9.945587,high incidence
Guinea,1798.73,25.86,31.86,19.9,-9.696645,9.945587,high incidence
Guinea,1765.58,26.34,32.41,20.33,-9.696645,9.945587,high incidence
Guinea,1801.77,26.6,32.54,20.71,-9.696645,9.945587,high incidence
Guinea-Bissau,1699.35,27.64,33.75,21.57,-15.180413,11.803749,high incidence
Guinea-Bissau,1563.45,28.03,34.19,21.9,-15.180413,11.803749,high incidence
Guinea-Bissau,1191.38,28.06,34.23,21.95,-15.180413,11.803749,high incidence
Guinea-Bissau,1768.18,28.01,34.09,21.98,-15.180413,11.803749,high incidence
Guinea-Bissau,1466.86,28.11,34.34,21.93,-15.180413,11.803749,high incidence
Guinea-Bissau,1844.12,28.27,34.48,22.12,-15.180413,11.803749,high incidence
Guinea-Bissau,1808.33,27.97,34.23,21.76,-15.180413,11.803749,high incidence
Guinea-Bissau,1501.8,28.04,34.32,21.81,-15.180413,11.803749,high incidence
Guinea-Bissau,1906.37,28.04,34.27,21.85,-15.180413,11.803749,high incidence
Guinea-Bissau,1724.87,27.69,33.89,21.54,-15.180413,11.803749,high incidence
Guinea-Bissau,1888.96,28.44,34.66,22.27,-15.180413,11.803749,high incidence
Guinea-Bissau,1487.36,28.0,34.36,21.69,-15.180413,11.803749,high incidence
Guinea-Bissau,1881.87,27.93,34.06,21.86,-15.180413,11.803749,high incidence
Guinea-Bissau,1710.75,28.02,34.12,21.97,-15.180413,11.803749,high incidence
Guinea-Bissau,1613.77,28.0,34.09,21.95,-15.180413,11.803749,high incidence
Guinea-Bissau,1737.58,28.16,34.29,22.08,-15.180413,11.803749,high incidence
Guinea-Bissau,1644.19,28.39,34.55,22.28,-15.180413,11.803749,high incidence
Guinea-Bissau,1719.4,28.39,34.66,22.17,-15.180413,11.803749,high incidence
Guinea-Bissau,1516.17,27.9,34.09,21.75,-15.180413,11.803749,high incidence
Guinea-Bissau,1618.19,27.85,34.11,21.64,-15.180413,11.803749,high incidence
Guinea-Bissau,1669.24,28.65,34.9,22.44,-15.180413,11.803749,high incidence
Guinea-Bissau,1587.53,28.68,34.82,22.59,-15.180413,11.803749,high incidence
Guatemala,2142.45,23.27,28.84,17.75,-90.230759,15.783471,low incidence
Guatemala,2184.34,23.57,29.12,18.07,-90.230759,15.783471,low incidence
Guatemala,2069.64,23.72,29.28,18.2,-90.230759,15.783471,low incidence
Guatemala,1868.24,23.82,29.43,18.26,-90.230759,15.783471,low incidence
Guatemala,2045.29,23.76,29.4,18.17,-90.230759,15.783471,low incidence
Guatemala,2361.56,23.72,29.35,18.13,-90.230759,15.783471,low incidence
Guatemala,2387.72,23.63,29.08,18.24,-90.230759,15.783471,low incidence
Guatemala,2100.99,23.53,28.98,18.13,-90.230759,15.783471,low incidence
Guatemala,2282.0,23.57,29.1,18.09,-90.230759,15.783471,low incidence
Guatemala,1960.9,23.95,29.45,18.49,-90.230759,15.783471,low incidence
Guatemala,2478.16,23.38,28.81,18.0,-90.230759,15.783471,low incidence
Guatemala,2445.57,23.77,29.29,18.3,-90.230759,15.783471,low incidence
Guatemala,1966.4,23.83,29.35,18.36,-90.230759,15.783471,low incidence
Guatemala,2762.55,23.71,29.08,18.38,-90.230759,15.783471,low incidence
Guatemala,2187.67,23.7,29.3,18.16,-90.230759,15.783471,low incidence
Guatemala,1968.27,24.15,29.74,18.6,-90.230759,15.783471,low incidence
Guatemala,2068.26,24.26,29.83,18.73,-90.230759,15.783471,low incidence
Guatemala,2096.5,24.05,29.69,18.45,-90.230759,15.783471,low incidence
Guatemala,2003.64,23.5,29.01,18.04,-90.230759,15.783471,low incidence
Guatemala,1788.71,23.99,29.69,18.35,-90.230759,15.783471,low incidence
Guatemala,2278.15,24.34,29.94,18.79,-90.230759,15.783471,low incidence
Guatemala,2030.68,24.08,29.66,18.55,-90.230759,15.783471,low incidence
